"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"131","014601858","Monograph","Language material ; Text","Volume","GBA861606","9781582701974","Harper, Elizabeth","1961-","person","","Harper, Elizabeth, 1961- [person]","Wishing : how to fulfill your heart's desires","","","","England ; United States of America","London ; New York","Atria ; Beyond Words","2008","1st Atria Books,Beyond Words trade paperback edition","xvi, 175 pages, illustrations, 22 cm","YK.2009.a.370","Wishes ; Magic","","English",""
"131","014701007","Monograph","Language material ; Text","Volume","GBA8A2340","9781905713158","","","","","Ellwood, Taylor [person]","Manifesting prosperity : a wealth magic anthology","","","","England","Stafford","Megalithica","2008","","179 pages, 22 cm","YK.2009.a.28640","Wealth ; Magic","","English",""
"131","015848757","Monograph","Language material ; Text","Volume","GBB214048","9781401912444","Baron-Reid, Colette","","person","","Baron-Reid, Colette [person]","The map : finding the magic and meaning in the story of your life","","","","United States of America","Carlsbad, California","Hay House","2011","1st edition","xxxix, 221 pages, 23 cm","YK.2012.a.4726","Spiritual healing ; Cognitive maps (Psychology) ; Magic--Psychological aspects ; Self-actualization (Psychology)--Miscellanea","","English",""
"131","018009154","Monograph","Language material ; Still image ; Text","Volume","GBB6C7671","9781844096992","Sargeant, Jerry","","person","author","Sargeant, Jerry, author [person]","Star magic : heal the you-niverse : rooted in love, not in logic","","","","Scotland","Forres","Findhorn","2016","","251 pages, black and white illustrations, 1 portrait (colour), 23 cm","YKL.2017.a.13863","Medicine, Magic, mystic, and spagiric ; Healing","","English",""
"131","018504870","Monograph","Language material ; Text","Online resource","GBB7G7932","9781446446416","Williams, Lynn","","person","","Williams, Lynn [person]","Rituals for an enchanted life : simple steps to make your world wonderful","","","","England ; United Kingdom","London","Ebury Digital","2011","","1 online resource (288 pages)","ELD.DS.178460","Magic ; Self-actualization (Psychology) ; Ritual","","English",""
"131.32","013859725","Monograph","Language material ; Text","Volume","","9780133865653","Manning, Al G.","","person","","Manning, Al G. [person]","Helping yourself with white witchcraft","","","","United States of America","West Nyack, New York","Parker Pub","1972","","226 pages, illustrations, 24 cm","W54/9660","Witchcraft ; Success--Miscellanea","","English",""
"133","007350075","Monograph","Language material ; Text","Volume","","9788886123747","","","","","Pernigotti, Sergio [person]","Testi della magia copta","","Piccola biblioteca di egittologia","5 [Piccola biblioteca di egittologia]","Italy","Bologna ; Imola","La mandragora","2000","","92 pages, 21 cm","YA.2002.a.21902","Magic, Coptic ; Coptic literature","","Italian","Anthology of texts translated from Coptic"
"133","007387447","Monograph","Language material ; Text","Volume","","9780449902752","Parkinson, Cornelia M. (Cornelia Margaret)","","person","","Parkinson, Cornelia M. (Cornelia Margaret) [person]","Gem magic","","","","United States of America","","Fawcett Columbine","1988","","xi, 274 pages","YC.1990.a.2263","Birthstones--Miscellanea ; Gems--Miscellanea ; Magic ; Gemstones--Occult aspects","","English",""
"133","008026623","Monograph","Language material ; Text","Volume","","9788888108124","Zanelli, Giuliana","","person","","Zanelli, Giuliana [person]","Diamantina e le altre : streghe, fattucchiere e inquisitori in Romagna (XVI-XVII secolo)","","Delluomo","","Italy","Bologna ; Imola ; Rimini ; Santarcangelo di Romagna","La mandragora ; Museo degli usi e costumi della gente di Romagna","2001","","125 pages, 24 cm","YA.2002.a.36654","Witchcraft--Italy--History ; Witches--Italy--History","","Italian",""
"133","008110497","Monograph","Language material ; Text","Volume","GB8000022","9780850301977","Regardie, Israel","","person","","Regardie, Israel [person]","Foundations of practical magic : an introduction to Qabalistic, magical and meditative techniques","","","","England","Wellingborough","Aquarian Press","1979","","160 pages, illustrations, 23 cm","79/33435 ; X.529/34216","Occultism ; Cabala ; Magic ; Meditation","","English",""
"133","008139521","Monograph","Language material ; Text","Volume","GBA406190","9781861630018","Hughes, Geoff","1943-","person","","Hughes, Geoff, 1943- [person]","Working with the Merlin","","","","England","Chieveley","Capall Bann","1997","","ii, 196 pages, illustrations, 21 cm","YK.2004.a.411","Magic, Ancient ; Occultism","","English",""
"133","008152689","Monograph","Language material ; Text","Volume","GB9520315","9781871438727","Grant, Kenneth","1924-2011","person","","Grant, Kenneth, 1924-2011 [person]","Nightside of Eden","","Skoob esoterica series","","England","London","Skoob","1994","New edition","xiv, 304 pages, 18 pages of plates, illustrations, 23 cm","YC.1995.a.1734","Occultism ; Tarot and sex ; Magic ; Tree of life ; Cabala","","English","Previous edition published: London : Muller, 1977 ; bibliography: p286-289. _ Includes index"
"133","008156145","Monograph","Language material ; Text","Volume","GB9117606","9781872189352","","","","","","The Magickal record","","","","Wales","Pwllheli","Deosil Dance Publications","1990","","53 pages, illustrations, 21 cm","YK.1993.a.12599","Magic (Occultism) ; Blank-books","","English",""
"133","008156150","Monograph","Language material ; Text","Volume","GB9463121","9781872189468","Morgan, Keith","1961-","person","","Morgan, Keith, 1961- [person]","Alternative Wicca : the expansion of consciousness regards natural magick & its application in contemporary Wiccan practises","","","","England","London","Pentacle Enterprises","1994","","63 pages, illustrations, portraits, 21 cm","YK.1996.a.5840","Witchcraft ; Occultism","","English","Originally published: Yule, 1991"
"133","008272023","Monograph","Language material ; Text","Volume","","","Barrett, Francis","","person","","Barrett, Francis [person]","The magus","Celestial intelligence, being a complete system of occult philosophy","","","United States of America","New Hyde Park, New York","University","1967","","xxii, 198 pages, portraits, 26 cm","L70/952","Occultism--Early works to 1900 ; Magic ; Alchemy","Early works to 1900","English",""
"133","008707856","Monograph","Language material ; Text","Volume","","9788882721411","Ceppari, Maria Assunta","","person","","Ceppari, Maria Assunta [person]","Siena e i figli del segreto incantesimo : diavoli, streghe e inquisitori all'ombra del Mangia","","Documenti di storia","46 [Documenti di storia]","Italy","Siena","Cantagalli","2003","","126 pages, 24 cm","YA.2003.a.43616","Inquisition--Italy--Siena ; Witchcraft--Italy--Siena ; Demonology--Italy--Siena","","Italian","Contains bibliography (pages 111-120), notes and name index ; Siena (Tuscany)"
"133","008742517","Monograph","Language material ; Text","Volume","GB7608801","9780490003361","Holroyd, Stuart","","person","","Holroyd, Stuart [person]","Magic, words and numbers","","","","England","London","Aldus","1976","","144 pages, illustrations (some colour), facsimiles (some colour), maps (some colour), portraits (some colour), 27 cm","X.525/2038 ; q76/26348","Cabala ; Magic ; Occultism","","English",""
"133","008742553","Monograph","Language material ; Text","Volume","GB7817171","9780490004245","Wilson, Colin","1931-2013","person","","Wilson, Colin, 1931-2013 [person] ; Holroyd, Stuart [person]","Mysteries of the mind","Minds without boundaries ; Mysterious powers","Great mysteries","","England","London","Aldus","1978","New enlarged edition","256 pages, illustrations (some colour), facsimiles (1 colour), 1 form, portraits (some colour), 30 cm","X.525/2224 ; f78/2577","Parapsychology ; Magic ; Paranormal phenomena","","English","Includes index ; Previous edition: published in 2 volume as 'Mysterious powers' / by Colin Wilson, 1975 ; and as 'Minds without boundaries' / by Stuart Holroyd, 1976"
"133","008826030","Monograph","Language material ; Text","Volume","GB9158899","9781873730003","","","","","","Television magick","","","","England","","T.O.P.Y. Heart","1991","","14 pages","YK.1991.a.10178","Magic (Occultism)","","English",""
"133","009382965","Monograph","Language material ; Text","Volume","GB8952595","9780028974040","","","","","Sullivan, Lawrence Eugene, 1949- [person]","Hidden truths : magic, alchemy and the occult","Encyclopedia of religion","","","England","","Collier-Macmillan","1989","","400 pages","YC.1992.a.3292","Occultism ; Magic ; Alchemy","","English",""
"133","009473816","Monograph","Language material ; Text","Volume","GB9563878","9780951752838","Crowley, Amado","","person","","Crowley, Amado [person]","Lewd ghosts : magic, sex and horror","","","","England","Guildford","Diamond","1994","","x, 229 pages, illustrations, 20 cm","YK.1996.a.2049","Sex ; Horror ; Magic ; Occultism","","English",""
"133","009483086","Monograph","Language material ; Text","Volume","GBA235422","9780952782452","Grant, Kenneth","1924-2011","person","","Grant, Kenneth, 1924-2011 [person]","Beyond the mauve zone","","","","England","London","Starfire","1999","","xii, 367 pages, 19 pages of plates, illustrations (some colour), portraits, 23 cm","DUST JACKETS 2002 ; YA.2002.a.15400","Magic, Ancient ; Occultism","","English",""
"133","009483087","Monograph","Language material ; Text","Volume","GBA235456","9780952782476","Grant, Kenneth","1924-2011","person","","Grant, Kenneth, 1924-2011 [person]","Snakewand : & The darker strain","Darker strain","","","England","London","Starfire","2000","","168 pages, 1 page of plates, illustrations, 23 cm","DUST JACKETS 2002 ; YA.2002.a.16537","Magic--Fiction","Fiction","English",""
"133","009685372","Monograph","Language material ; Text","Volume","GB7506149","9780586039311","","","","","Andrews, George [person]","Drugs and magic","","","","England","St Albans","Panther","1975","","591 pages, illustrations, 18 cm","75/14674","Magic and drugs--History ; Drugs--Psychic aspects ; Occult practices--Use of drugs, to 1974--Readings from contemporary sources","","English","Includes index"
"133","009907208","Monograph","Language material ; Text","Volume","GBA025561","","Medbh-Mara, Aeron","","person","","Medbh-Mara, Aeron [person]","Beneath the Stang","","","","England","London","Flying Witch at Ignotus Press","1999","","38 pages, 21 cm","YC.2000.a.4527","Witchcraft ; Celts--Religion ; Paganism ; Magic, Celtic","","English",""
"133","009918695","Serial","Language material ; Text","Volume","GBA344575","","","","","","","Enhancing your mind body spirit","MBS ; Mind body spirit","","","England","Griffin House, 161 Hammersmith Road, London W6 8SD ; London","Agostini","2002-","","volumes, colour illustrations, 29 cm","Cup.937/816","Magic--Periodicals ; Spiritualism--Periodicals ; Divination--Periodicals ; Naturopathy--Periodicals","Periodical","English","Ceased in 2005? ; Description based on: part 2 ; Latest issue consulted: part 142 ; Special issue: Enhancing your mind body spirit ... special (ISSN: 1740-9934)"
"133","010072836","Monograph","Language material ; Text","Volume","GB9117093","9780572015985","Summers, Catherine","","person","","Summers, Catherine [person] ; Vayne, Julian [person]","Seeds of magick : an exposʹe of modern occult practices","","","","England","London","Quantum","1990","","189 pages, illustrations, 22 cm","YK.1991.a.4868","Magic (Occultism)","","English",""
